code,geofips,geoname,timeperiod,cl_unit,unit_mult,datavalue,table,endpoint,topic
SAPCE2-22,42000,Pennsylvania,2012,Dollars,0,1576,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2013,Dollars,0,1587,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2014,Dollars,0,1590,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2015,Dollars,0,1612,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2016,Dollars,0,1679,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2017,Dollars,0,1706,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2018,Dollars,0,1778,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2019,Dollars,0,1798,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2020,Dollars,0,2066,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2021,Dollars,0,2001,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,42000,Pennsylvania,2022,Dollars,0,2286,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,1997,Dollars,0,713,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,1998,Dollars,0,847,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,1999,Dollars,0,865,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2000,Dollars,0,956,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2001,Dollars,0,1035,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2002,Dollars,0,1130,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2003,Dollars,0,1214,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2004,Dollars,0,1227,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2005,Dollars,0,1313,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2006,Dollars,0,1432,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2007,Dollars,0,1517,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2008,Dollars,0,1635,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2009,Dollars,0,1608,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2010,Dollars,0,1581,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2011,Dollars,0,1618,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2012,Dollars,0,1681,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2013,Dollars,0,1749,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2014,Dollars,0,1728,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2015,Dollars,0,1762,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2016,Dollars,0,1842,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2017,Dollars,0,1893,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2018,Dollars,0,1934,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2019,Dollars,0,1963,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2020,Dollars,0,2105,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2021,Dollars,0,2068,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,44000,Rhode Island,2022,Dollars,0,2369,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,1997,Dollars,0,216,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,1998,Dollars,0,270,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,1999,Dollars,0,258,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2000,Dollars,0,297,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2001,Dollars,0,396,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2002,Dollars,0,454,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2003,Dollars,0,433,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2004,Dollars,0,392,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2005,Dollars,0,365,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2006,Dollars,0,439,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2007,Dollars,0,463,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2008,Dollars,0,537,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2009,Dollars,0,495,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2010,Dollars,0,457,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2011,Dollars,0,488,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2012,Dollars,0,554,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2013,Dollars,0,567,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2014,Dollars,0,546,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2015,Dollars,0,546,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2016,Dollars,0,569,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2017,Dollars,0,568,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2018,Dollars,0,578,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2019,Dollars,0,587,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2020,Dollars,0,784,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2021,Dollars,0,663,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,45000,South Carolina,2022,Dollars,0,830,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,1997,Dollars,0,434,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,1998,Dollars,0,603,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,1999,Dollars,0,613,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2000,Dollars,0,643,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2001,Dollars,0,724,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2002,Dollars,0,782,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2003,Dollars,0,820,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2004,Dollars,0,859,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2005,Dollars,0,837,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2006,Dollars,0,877,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2007,Dollars,0,827,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2008,Dollars,0,942,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2009,Dollars,0,1023,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2010,Dollars,0,1077,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2011,Dollars,0,1156,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2012,Dollars,0,1260,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2013,Dollars,0,1257,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2014,Dollars,0,1254,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2015,Dollars,0,1300,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2016,Dollars,0,1372,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2017,Dollars,0,1454,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2018,Dollars,0,1515,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2019,Dollars,0,1549,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2020,Dollars,0,2078,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2021,Dollars,0,2043,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,46000,South Dakota,2022,Dollars,0,2261,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,1997,Dollars,0,160,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,1998,Dollars,0,181,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,1999,Dollars,0,214,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2000,Dollars,0,291,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2001,Dollars,0,302,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2002,Dollars,0,378,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2003,Dollars,0,336,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2004,Dollars,0,321,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2005,Dollars,0,279,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2006,Dollars,0,375,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2007,Dollars,0,341,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2008,Dollars,0,441,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2009,Dollars,0,440,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2010,Dollars,0,430,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2011,Dollars,0,469,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2012,Dollars,0,513,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2013,Dollars,0,525,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2014,Dollars,0,505,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2015,Dollars,0,505,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2016,Dollars,0,532,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2017,Dollars,0,517,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2018,Dollars,0,537,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2019,Dollars,0,526,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2020,Dollars,0,687,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2021,Dollars,0,600,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,47000,Tennessee,2022,Dollars,0,724,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,1997,Dollars,0,259,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,1998,Dollars,0,309,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,1999,Dollars,0,351,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2000,Dollars,0,415,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2001,Dollars,0,474,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2002,Dollars,0,527,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2003,Dollars,0,568,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2004,Dollars,0,564,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2005,Dollars,0,524,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2006,Dollars,0,560,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2007,Dollars,0,534,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2008,Dollars,0,638,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2009,Dollars,0,654,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2010,Dollars,0,649,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2011,Dollars,0,674,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2012,Dollars,0,751,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2013,Dollars,0,762,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2014,Dollars,0,751,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2015,Dollars,0,747,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2016,Dollars,0,736,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2017,Dollars,0,836,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2018,Dollars,0,837,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2019,Dollars,0,882,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2020,Dollars,0,979,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2021,Dollars,0,889,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,48000,Texas,2022,Dollars,0,1040,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,1997,Dollars,0,326,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,1998,Dollars,0,364,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,1999,Dollars,0,393,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2000,Dollars,0,445,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2001,Dollars,0,498,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2002,Dollars,0,547,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2003,Dollars,0,522,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2004,Dollars,0,497,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2005,Dollars,0,493,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2006,Dollars,0,574,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2007,Dollars,0,596,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2008,Dollars,0,654,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2009,Dollars,0,634,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2010,Dollars,0,613,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2011,Dollars,0,622,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2012,Dollars,0,690,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2013,Dollars,0,694,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2014,Dollars,0,698,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2015,Dollars,0,725,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2016,Dollars,0,756,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2017,Dollars,0,734,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2018,Dollars,0,775,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2019,Dollars,0,899,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2020,Dollars,0,1103,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2021,Dollars,0,1055,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,49000,Utah,2022,Dollars,0,1180,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,50000,Vermont,1997,Dollars,0,758,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,50000,Vermont,1998,Dollars,0,958,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
SAPCE2-22,50000,Vermont,1999,Dollars,0,1019,SAPCE2,22,Per capita personal consumption expenditures: Final consumption expenditures of nonprofit institutions serving households (NPISHs)
